0.393103	0.276981	0.676879	11997.000000	17724.000000	3380.000000	12203.000000
0.520247	0.417257	0.690739	10942.000000	15841.000000	4889.000000	11717.000000
0.713883	0.577654	0.934195	20741.000000	22202.000000	7688.000000	13309.000000
0.365796	0.240679	0.761843	9408.000000	12349.000000	3008.000000	12498.000000
0.583253	0.450030	0.828521	20776.000000	25076.000000	5300.000000	11777.000000
0.197823	0.110289	0.958792	7748.000000	8081.000000	1551.000000	14063.000000
0.336262	0.214466	0.778207	6242.000000	8021.000000	2295.000000	10701.000000
0.314162	0.195279	0.803042	7180.000000	8941.000000	2399.000000	12285.000000
0.331526	0.203874	0.886749	11557.000000	13033.000000	3063.000000	15024.000000
0.336145	0.213141	0.794861	7300.000000	9184.000000	2900.000000	13606.000000
0.404900	0.282558	0.714088	8272.000000	11584.000000	2775.000000	9821.000000
0.280199	0.166108	0.894778	6905.000000	7717.000000	2327.000000	14009.000000
0.335894	0.207506	0.880956	10205.000000	11584.000000	2864.000000	13802.000000
0.603810	0.468727	0.848274	15386.000000	18138.000000	5096.000000	10872.000000
0.478747	0.318505	0.963481	16463.000000	17087.000000	4389.000000	13780.000000
0.386269	0.241102	0.970764	15241.000000	15700.000000	3326.000000	13795.000000
0.505197	0.359443	0.849785	13843.000000	16290.000000	4130.000000	11490.000000
0.628443	0.501565	0.841250	17763.000000	21115.000000	6090.000000	12142.000000
0.520427	0.361568	0.928275	11635.000000	12534.000000	4243.000000	11735.000000
0.536799	0.375790	0.939207	11695.000000	12452.000000	4874.000000	12970.000000
0.453268	0.309701	0.844962	6709.000000	7940.000000	2870.000000	9267.000000
0.424785	0.306492	0.691787	6949.000000	10045.000000	2809.000000	9165.000000
0.671279	0.529746	0.916010	15116.000000	16502.000000	6340.000000	11968.000000
0.581903	0.482387	0.733151	15023.000000	20491.000000	5683.000000	11781.000000
0.240293	0.138604	0.902235	5814.000000	6444.000000	2253.000000	16255.000000
0.229830	0.131254	0.923145	5201.000000	5634.000000	1582.000000	12053.000000
0.329132	0.205584	0.824819	8428.000000	10218.000000	2592.000000	12608.000000
0.429914	0.287556	0.851419	7352.000000	8635.000000	3547.000000	12335.000000
0.195691	0.108816	0.970516	3555.000000	3663.000000	864.000000	7940.000000
0.344031	0.218616	0.806970	7433.000000	9211.000000	3422.000000	15653.000000
0.591371	0.432816	0.933254	13409.000000	14368.000000	4793.000000	11074.000000
0.451886	0.308494	0.844350	12059.000000	14282.000000	4409.000000	14292.000000
0.587541	0.437045	0.896120	13742.000000	15335.000000	5401.000000	12358.000000
0.372212	0.235335	0.889671	13644.000000	15336.000000	3065.000000	13024.000000
0.650682	0.518122	0.874393	16199.000000	18526.000000	6633.000000	12802.000000
0.596463	0.441051	0.920988	17368.000000	18858.000000	5589.000000	12672.000000
0.288108	0.180260	0.717195	6761.000000	9427.000000	2188.000000	12138.000000
0.482823	0.332508	0.881168	10804.000000	12261.000000	4566.000000	13732.000000
0.648302	0.519393	0.862325	18446.000000	21391.000000	6910.000000	13304.000000
0.163115	0.090987	0.786955	4259.000000	5412.000000	1162.000000	12771.000000
0.464472	0.310356	0.922628	15502.000000	16802.000000	3710.000000	11954.000000
0.509267	0.379317	0.774660	12173.000000	15714.000000	4174.000000	11004.000000
0.692595	0.590379	0.837617	17466.000000	20852.000000	6787.000000	11496.000000
0.478056	0.329721	0.869002	14687.000000	16901.000000	4077.000000	12365.000000
0.592277	0.439959	0.905912	15001.000000	16559.000000	4686.000000	10651.000000
0.520255	0.359306	0.942394	14118.000000	14981.000000	4662.000000	12975.000000
0.357780	0.241915	0.686647	8901.000000	12963.000000	3112.000000	12864.000000
0.588463	0.451801	0.843655	18541.000000	21977.000000	6196.000000	13714.000000
0.396940	0.254572	0.900591	10518.000000	11679.000000	3285.000000	12904.000000
0.445940	0.311330	0.785616	8575.000000	10915.000000	3858.000000	12392.000000
0.362065	0.221947	0.982025	8468.000000	8623.000000	2243.000000	10106.000000
0.448930	0.292869	0.961036	17882.000000	18607.000000	3643.000000	12439.000000
0.459985	0.301677	0.967893	12812.000000	13237.000000	3777.000000	12520.000000
0.261871	0.158111	0.761790	5702.000000	7485.000000	2036.000000	12877.000000
