0.553342	0.961438	0.388456	6885.000000	17724.000000	1471.000000	1530.000000
0.348895	0.750000	0.227322	3601.000000	15841.000000	963.000000	1284.000000
0.267629	0.996089	0.154581	3432.000000	22202.000000	764.000000	767.000000
0.690377	0.850445	0.581019	7175.000000	12349.000000	1433.000000	1685.000000
0.000000	1.000000	0.000000	0.000000	25076.000000	0.000000	0.000000
0.419499	0.873016	0.276080	2231.000000	8081.000000	385.000000	441.000000
0.375816	0.966427	0.233263	1871.000000	8021.000000	403.000000	417.000000
0.702074	0.879624	0.584163	5223.000000	8941.000000	1403.000000	1595.000000
0.639206	1.000000	0.469731	6122.000000	13033.000000	1307.000000	1307.000000
0.501613	0.652945	0.407230	3740.000000	9184.000000	920.000000	1409.000000
0.453812	0.869239	0.307061	3557.000000	11584.000000	811.000000	933.000000
0.724268	0.998058	0.568356	4386.000000	7717.000000	1028.000000	1030.000000
0.617163	0.869536	0.478332	5541.000000	11584.000000	1273.000000	1464.000000
0.507504	0.975817	0.342926	6220.000000	18138.000000	1493.000000	1530.000000
0.874985	0.999563	0.778018	13294.000000	17087.000000	2289.000000	2290.000000
0.858919	0.990686	0.758089	11902.000000	15700.000000	2021.000000	2040.000000
0.678779	1.000000	0.513751	8369.000000	16290.000000	1404.000000	1404.000000
0.657136	0.991548	0.491404	10376.000000	21115.000000	1877.000000	1893.000000
0.802280	0.903214	0.721637	9045.000000	12534.000000	2501.000000	2769.000000
0.744384	0.970407	0.603758	7518.000000	12452.000000	1574.000000	1622.000000
0.725255	0.979438	0.575819	4572.000000	7940.000000	1429.000000	1459.000000
0.702149	0.854880	0.595719	5984.000000	10045.000000	1997.000000	2336.000000
0.306989	0.896835	0.185190	3056.000000	16502.000000	765.000000	853.000000
0.501353	1.000000	0.334537	6855.000000	20491.000000	1466.000000	1466.000000
0.000000	1.000000	0.000000	0.000000	6444.000000	0.000000	0.000000
0.000000	1.000000	0.000000	0.000000	5634.000000	0.000000	0.000000
0.737831	0.978740	0.592092	6050.000000	10218.000000	1243.000000	1270.000000
0.667007	0.964863	0.509670	4401.000000	8635.000000	1730.000000	1793.000000
0.885440	1.000000	0.794431	2910.000000	3663.000000	583.000000	583.000000
0.430922	0.943442	0.279231	2572.000000	9211.000000	784.000000	831.000000
0.800330	0.978043	0.677269	9731.000000	14368.000000	2049.000000	2095.000000
0.423408	0.982495	0.269850	3854.000000	14282.000000	898.000000	914.000000
0.741579	0.948106	0.608934	9338.000000	15335.000000	2503.000000	2640.000000
0.657732	0.941921	0.505282	7749.000000	15336.000000	1265.000000	1343.000000
0.658344	0.986947	0.493900	9150.000000	18526.000000	2344.000000	2375.000000
0.652279	0.999554	0.484092	9129.000000	18858.000000	2240.000000	2241.000000
0.641545	1.000000	0.472261	4452.000000	9427.000000	1042.000000	1042.000000
0.302180	0.902516	0.181470	2225.000000	12261.000000	574.000000	636.000000
0.131259	0.976744	0.070357	1505.000000	21391.000000	462.000000	473.000000
0.320123	0.362256	0.286770	1552.000000	5412.000000	334.000000	922.000000
0.678593	0.951967	0.527199	8858.000000	16802.000000	1863.000000	1957.000000
0.683889	0.855366	0.569683	8952.000000	15714.000000	2407.000000	2814.000000
0.597068	0.990419	0.427345	8911.000000	20852.000000	2791.000000	2818.000000
